"","chromosome","start","end","Adult_MO1","Adult_MO2","Adult_MO3","Adult_MO4","Adult_MO5"
"542","chr1",19311901,19313342,167,271,126,291,103
"543","chr1",19344946,19345929,134,215,109,240,179
"544","chr1",19363715,19368361,971,1284,914,1718,872
"545","chr1",19368809,19370480,228,428,221,433,200
"546","chr1",19372256,19373557,119,297,140,264,152
"547","chr1",19381191,19382623,162,266,109,336,147
"548","chr1",19414393,19415430,126,295,115,334,95
"549","chr1",19421142,19421908,101,188,41,152,69
"550","chr1",19424527,19427376,349,724,241,692,291
"551","chr1",19436160,19440034,424,538,210,605,330
"552","chr1",19442276,19444836,289,352,178,307,208
"553","chr1",19445733,19446497,84,85,54,70,84
"554","chr1",19449515,19456168,948,1417,249,610,980
"555","chr1",19457401,19458179,44,125,34,79,61
"556","chr1",19484642,19486780,351,638,248,663,265
"557","chr1",19596542,19597360,124,111,140,224,63
"558","chr1",19881992,19882819,131,215,137,271,108
"559","chr1",20445854,20452078,1358,2177,1394,2897,1347
"560","chr1",20454831,20455392,43,96,68,164,48
"561","chr1",20461519,20463335,527,776,563,998,603
"562","chr1",20465306,20466288,99,203,110,319,132
"563","chr1",20466689,20468737,214,394,177,485,231
"564","chr1",20469214,20488202,6044,8664,5592,12801,5453
"565","chr1",20493700,20494437,76,124,113,212,116
"566","chr1",20507830,20508411,100,186,98,176,85
"567","chr1",20633254,20635029,143,199,100,332,110
"568","chr1",20661168,20662164,167,368,118,366,146
"569","chr1",20696399,20697216,123,181,101,245,45
"570","chr1",20733357,20733817,65,128,39,102,21
"571","chr1",20766665,20770365,248,492,192,660,228
"572","chr1",20778106,20784306,1025,2021,808,3361,781
"573","chr1",20784696,20788272,739,1081,549,1577,510
"574","chr1",20820449,20821456,88,225,101,260,88
"575","chr1",20836329,20840039,430,956,465,980,425
"576","chr1",20849753,20850211,43,112,56,119,37
"577","chr1",20880827,20881316,60,114,58,192,46
"578","chr1",20977711,20979302,195,483,197,498,126
"579","chr1",20981765,20983693,174,335,167,472,159
"580","chr1",20992400,20994411,106,246,111,309,60
"581","chr1",20999920,21002044,174,351,150,469,132
"582","chr1",21005346,21006636,144,350,110,325,112
"583","chr1",21012949,21014496,106,273,89,299,70
"584","chr1",21021387,21023271,234,511,183,598,180
"585","chr1",21049015,21049561,44,129,50,132,31
"586","chr1",21060314,21060832,45,129,48,152,21
"587","chr1",21069089,21069942,66,269,118,191,42
"588","chr1",21072520,21074264,152,369,137,433,186
"589","chr1",21075329,21078596,238,739,356,796,317
"590","chr1",21089516,21092393,239,759,280,878,234
"591","chr1",21099761,21101358,139,365,157,378,154
"592","chr1",21106007,21106996,55,230,79,179,79
"593","chr1",21110868,21121035,2510,4397,2396,5752,2395
"594","chr1",21121871,21125240,338,709,387,937,270
"595","chr1",21126095,21127946,220,461,242,477,188
"596","chr1",21128644,21130079,96,309,187,306,123
"597","chr1",21132267,21132686,21,106,47,107,25
"598","chr1",21133623,21134808,95,284,77,263,80
"599","chr1",21139041,21141751,191,562,252,633,223
"600","chr1",21143474,21146153,271,540,222,649,235
"601","chr1",21148144,21151114,643,1382,719,1375,477
"602","chr1",21151569,21155575,484,1499,590,1367,532
"603","chr1",21156290,21158427,109,454,165,374,155
"604","chr1",21163195,21163927,73,139,63,136,74
"605","chr1",21171097,21172653,270,600,238,599,198
"606","chr1",21172919,21177419,1001,1886,860,2278,731
"607","chr1",21220659,21221682,193,293,113,347,100
"608","chr1",21254536,21255816,146,165,140,236,180
"609","chr1",21277031,21280699,631,1036,430,1318,429
"610","chr1",21281232,21281808,54,193,100,182,62
"611","chr1",21304934,21306229,210,333,140,397,160
"612","chr1",21309464,21311922,697,938,620,1165,492
"613","chr1",21312391,21313621,137,275,117,345,114
"614","chr1",21314292,21314809,67,155,62,166,60
"615","chr1",21317143,21317697,108,118,72,121,54
"616","chr1",21319387,21319975,80,164,72,186,63
"617","chr1",21322596,21323631,189,238,162,282,86
"618","chr1",21342406,21343411,160,161,52,228,83
"619","chr1",21344142,21346110,421,487,222,583,254
"620","chr1",21361149,21362912,868,1212,690,1644,607
"621","chr1",21439879,21440263,23,82,29,74,71
"622","chr1",21503647,21504318,67,232,69,211,97
"623","chr1",21618287,21622221,419,653,333,1113,345
"624","chr1",21622922,21625923,571,924,302,1029,513
"625","chr1",21630971,21631516,121,103,74,161,68
"626","chr1",21632063,21635625,354,650,286,711,421
"627","chr1",21638569,21639931,208,303,132,370,151
"628","chr1",21645039,21646959,261,516,181,522,223
"629","chr1",21649614,21657654,2432,4141,1865,5304,2162
"630","chr1",21673452,21674057,74,137,58,162,41
"631","chr1",21689299,21690567,108,279,74,193,56
"632","chr1",21702410,21708329,1432,2342,1502,2992,1426
"633","chr1",21723934,21724509,50,91,50,173,54
"634","chr1",21736425,21737633,116,343,96,297,89
"635","chr1",21746229,21747238,82,254,102,246,69
"636","chr1",21749762,21751770,146,464,151,408,162
"637","chr1",21759298,21760527,160,420,134,377,110
"638","chr1",21763186,21765770,230,829,264,691,232
"639","chr1",21773358,21777190,657,1160,543,1351,732
"640","chr1",21781524,21784005,494,924,396,959,353
"641","chr1",21937041,21937999,86,95,60,144,57
"642","chr1",21938522,21940376,273,637,224,764,225
"643","chr1",22024882,22026182,242,479,182,338,128
"644","chr1",22037654,22038867,173,408,212,294,122
"645","chr1",22052262,22054718,359,695,354,792,236
"646","chr1",22089160,22093382,340,600,306,774,250
"647","chr1",22099741,22100844,58,186,61,188,70
"648","chr1",22107880,22109011,124,228,158,224,92
"649","chr1",22111389,22113344,174,458,243,423,193
"650","chr1",22113814,22118648,1093,2600,1240,2393,943
"651","chr1",22121453,22123455,211,498,424,526,187
"652","chr1",22450408,22453098,522,720,551,1037,566
"653","chr1",22710136,22710997,157,119,132,95,80
"654","chr1",22723200,22723532,43,74,30,34,14
"655","chr1",22760449,22764092,457,790,467,522,334
"656","chr1",22771166,22772704,225,330,195,225,122
"657","chr1",22778267,22780144,366,468,312,356,223
"658","chr1",22781928,22782705,118,169,78,166,61
"659","chr1",22794423,22795218,122,169,121,141,71
"660","chr1",22798325,22799006,83,121,69,84,51
"661","chr1",22799835,22809823,3362,4216,2970,4996,2345
"662","chr1",22810170,22811779,178,387,215,307,157
"663","chr1",22813753,22815724,324,333,180,186,244
"664","chr1",22818891,22819445,80,115,52,55,57
"665","chr1",22821204,22821674,67,105,52,114,40
"666","chr1",22826345,22826999,99,106,75,71,43
"667","chr1",22841358,22841896,96,114,68,97,65
"668","chr1",22848308,22856621,1854,2487,2108,2329,1695
"669","chr1",22860255,22861003,142,137,160,144,106
"670","chr1",22861387,22862457,128,189,128,161,115
"671","chr1",23019028,23020644,184,273,173,314,141
"672","chr1",23113631,23114895,124,306,120,269,52
"673","chr1",23335267,23335723,49,140,38,127,52
"674","chr1",23343406,23345349,578,998,506,1269,392
"675","chr1",23356025,23358242,685,1317,628,1912,559
"676","chr1",23367275,23370397,791,1389,574,1715,694
"677","chr1",23421581,23423542,414,514,249,844,212
"678","chr1",23465852,23466863,193,366,183,476,260
"679","chr1",23483053,23483659,63,145,71,190,58
"680","chr1",23484340,23484636,29,81,40,72,50
"681","chr1",23553506,23557097,417,735,353,1122,383
"682","chr1",23557794,23570983,2624,4717,2368,6461,2510
"683","chr1",23580380,23581820,445,697,442,980,550
"684","chr1",23597811,23599573,427,712,398,711,345
"685","chr1",23600210,23600717,58,113,40,115,43
"686","chr1",23634581,23635557,136,315,142,257,137
"687","chr1",23691471,23692508,198,534,174,397,108
"688","chr1",23742805,23744343,149,314,151,323,142
"689","chr1",23750851,23751683,108,258,110,345,102
"690","chr1",23756081,23763916,1385,2410,1438,3468,1294
"691","chr1",23777885,23778921,132,265,112,268,137
"692","chr1",23790750,23791643,142,188,95,306,98
"693","chr1",23800433,23802128,219,405,205,511,166
"694","chr1",23809690,23810263,40,143,70,192,44
"695","chr1",23824577,23826029,321,547,324,598,291
"696","chr1",23844876,23846607,168,469,211,478,128
"697","chr1",23862406,23862902,41,93,28,76,53
"698","chr1",23868152,23868804,62,112,56,132,40
"699","chr1",23958965,23961321,644,1307,474,1326,447
"700","chr1",23979341,23980975,367,524,344,643,237
"701","chr1",24288561,24291145,54,515,18,1648,337
"702","chr1",24391303,24394362,432,1140,573,1368,543
"703","chr1",24400583,24405051,854,1389,757,2057,727
"704","chr1",24411579,24419955,1487,2978,1515,3489,1353
"705","chr1",24421403,24422445,77,198,94,288,133
"706","chr1",24426442,24429764,279,743,319,929,351
"707","chr1",24430381,24445742,3764,6827,3689,9230,4082
"708","chr1",24448696,24450078,119,220,126,345,116
"709","chr1",24468483,24469457,79,155,111,198,74
"710","chr1",24471909,24472843,83,186,106,220,88
"711","chr1",24501357,24507652,982,1556,890,2204,815
"712","chr1",24519434,24519905,76,130,60,182,43
"713","chr1",24536549,24536798,20,62,42,61,9
"714","chr1",24558744,24559536,118,184,115,217,85
"715","chr1",24603571,24604063,68,206,76,188,69
"716","chr1",24618624,24622459,1286,1626,1071,2207,822
"717","chr1",24635161,24635765,78,116,62,216,90
"718","chr1",24639204,24640705,269,512,204,704,205
"719","chr1",24641452,24644460,621,1189,546,1106,408
"720","chr1",24688166,24689419,191,370,183,466,216
"721","chr1",24704109,24708508,1425,1760,1202,2988,1148
"722","chr1",24713055,24721136,2761,3792,2003,5460,2344
"723","chr1",24724166,24731388,1538,2498,935,3239,925
"724","chr1",24732050,24733113,176,328,94,389,84
"725","chr1",24735054,24736801,533,791,286,1010,301
"726","chr1",24742150,24747239,1212,1659,978,2865,1030
"727","chr1",24747613,24749412,145,259,130,473,106
"728","chr1",24751478,24752596,118,154,132,253,74
"729","chr1",24761955,24762828,37,161,64,113,52
"730","chr1",24769325,24769762,48,137,44,108,32
"731","chr1",24788808,24789092,25,39,27,69,22
"732","chr1",24792882,24795182,298,349,206,762,122
"733","chr1",24800391,24807036,801,1497,622,2450,345
"734","chr1",24821861,24823502,196,313,136,562,107
"735","chr1",24825322,24832128,776,1167,729,2070,555
"736","chr1",24837904,24839104,129,263,90,272,81
"737","chr1",24847872,24848879,125,182,122,149,49
"738","chr1",24893153,24894396,293,213,174,339,158
"739","chr1",25167022,25169723,521,898,622,934,253
"740","chr1",25174583,25175540,321,328,253,426,131
"741","chr1",25197600,25199469,248,563,279,495,176
"742","chr1",25231959,25233638,385,548,244,823,251
"743","chr1",25239363,25240491,172,490,167,484,148
"744","chr1",25245314,25248179,416,706,315,964,384
"745","chr1",25251774,25253065,90,375,147,205,46
"746","chr1",25253831,25254735,64,365,69,190,65
"747","chr1",25267596,25268247,99,0,79,155,118
"748","chr1",25313466,25314483,215,0,117,262,114
"749","chr1",25337718,25339616,448,684,396,946,361
"750","chr1",25377084,25379174,261,319,182,510,146
"751","chr1",25429701,25435743,1200,1661,904,2558,827
"752","chr1",25459999,25460214,46,53,31,73,17
"753","chr1",25486245,25487204,123,184,78,278,53
"754","chr1",25541569,25542484,122,195,124,260,83
"755","chr1",25543196,25570670,7424,11866,7382,15652,6712
"756","chr1",25571165,25571713,41,101,67,126,58
"757","chr1",25608541,25608710,46,70,52,96,25
"758","chr1",25615513,25617764,240,306,224,502,200
"759","chr1",25618284,25620544,202,417,153,501,151
"760","chr1",25657131,25658080,166,266,162,396,68
"761","chr1",25699569,25701212,488,509,448,909,206
"762","chr1",25743390,25744522,124,194,69,232,64
"763","chr1",25799737,25800397,88,103,77,173,56
"764","chr1",25805836,25806608,94,223,76,193,51
"765","chr1",25819084,25820510,291,416,181,511,219
"766","chr1",25825013,25826319,153,186,140,278,83
"767","chr1",25829124,25830469,72,158,71,122,36
"768","chr1",25879489,25880509,183,259,176,309,116
"769","chr1",25892656,25892875,37,38,53,48,24
"770","chr1",25894923,25909695,4699,6214,4043,10642,4147
"771","chr1",25922393,25923786,146,332,213,332,100
"772","chr1",25926484,25928056,209,422,214,400,189
"773","chr1",25988351,25990803,264,582,252,462,213
"774","chr1",25996819,25999071,508,872,420,828,392
"775","chr1",26021758,26026814,251,332,162,338,210
"776","chr1",26035270,26036072,71,109,66,125,61
"777","chr1",26096048,26098315,606,614,416,964,360
"778","chr1",26110234,26112584,654,833,628,1139,445
"779","chr1",26121485,26122794,146,267,158,384,77
"780","chr1",26123542,26126718,460,668,393,1072,217
"781","chr1",26137181,26137942,190,327,151,353,109
"782","chr1",26168980,26170378,129,231,120,309,130
"783","chr1",26233691,26244218,2484,2854,1591,5467,1429
"784","chr1",26244628,26245726,107,178,102,332,65
"785","chr1",26252601,26255275,379,480,201,969,197
"786","chr1",26263273,26264012,150,147,56,169,40
"787","chr1",26270225,26271152,135,184,88,238,83
"788","chr1",26275518,26276748,154,234,104,336,144
"789","chr1",26279217,26281599,417,691,273,734,239
"790","chr1",26390938,26391542,58,104,67,118,37
"791","chr1",26431745,26432912,141,185,107,318,145
"792","chr1",26471319,26474967,666,732,580,1351,448
"793","chr1",26499972,26501774,432,651,425,772,427
"794","chr1",26529354,26544416,3572,5676,3094,7146,3067
"795","chr1",26545137,26546805,196,269,159,345,149
"796","chr1",26548269,26549395,116,241,121,294,114
"797","chr1",26550678,26552124,170,546,225,435,214
"798","chr1",26552815,26560319,2593,4020,2461,4959,2806
"799","chr1",26564784,26566803,221,471,248,574,232
"800","chr1",26569867,26571486,287,483,244,634,231
"801","chr1",26574181,26575860,368,677,344,832,347
"802","chr1",26619365,26622046,1003,1492,885,1974,705
"803","chr1",26692084,26703469,3219,4846,2763,7080,2335
"804","chr1",26705839,26707048,148,229,129,337,86
"805","chr1",26716847,26717849,61,109,70,240,45
"806","chr1",26722780,26723911,104,273,115,204,83
"807","chr1",26733401,26734903,83,170,121,255,69
"808","chr1",26749238,26750797,140,253,134,321,101
"809","chr1",26760852,26762427,150,378,128,451,128
"810","chr1",26768223,26769546,130,213,170,272,103
"811","chr1",26779014,26779679,70,137,105,180,66
"812","chr1",26780298,26780951,74,135,71,145,33
"813","chr1",26782411,26789737,2212,3534,2047,4939,1878
"814","chr1",26799036,26800403,239,274,131,707,95
"815","chr1",26825537,26827876,296,387,230,552,189
"816","chr1",26833321,26834401,255,259,99,308,132
"817","chr1",26864900,26865789,109,168,51,251,53
"818","chr1",26889744,26890895,156,327,142,351,125
"819","chr1",26893916,26895643,51,130,62,124,73
"820","chr1",26899952,26900997,230,336,200,414,186
"821","chr1",26921042,26922381,220,343,357,415,270
"822","chr1",27122275,27123370,293,319,265,549,208
"823","chr1",27127413,27128439,159,220,118,300,84
"824","chr1",27129105,27129782,130,130,97,232,112
"825","chr1",27148950,27150440,166,329,171,421,170
"826","chr1",27154529,27155599,233,339,195,419,179
"827","chr1",27233843,27236104,310,369,283,587,303
"828","chr1",27258474,27259007,57,145,85,168,44
"829","chr1",27321842,27323124,231,350,201,468,184
"830","chr1",27325663,27329626,435,1006,358,1309,313
"831","chr1",27402075,27403341,161,337,137,411,107
"832","chr1",27403882,27408181,614,1703,761,1778,474
"833","chr1",27414182,27420328,1062,2240,1114,2913,924
"834","chr1",27426292,27432244,1080,2024,955,2584,643
"835","chr1",27435702,27436693,96,179,81,263,72
"836","chr1",27444919,27445864,98,195,92,250,75
"837","chr1",27451302,27451687,35,68,46,104,49
"838","chr1",27476218,27477415,133,205,76,412,68
"839","chr1",27487881,27491082,805,1557,708,1722,732
"840","chr1",27491768,27493078,283,690,255,860,270
"841","chr1",27502514,27507309,1374,2110,1279,2827,1251
"842","chr1",27507689,27508405,117,189,67,227,89
"843","chr1",27517470,27523571,1171,1543,783,2444,873
"844","chr1",27525529,27527446,164,220,153,540,220
"845","chr1",27535755,27536851,89,134,121,197,80
"846","chr1",27567081,27567672,82,71,50,154,46
"847","chr1",27589116,27590094,118,177,83,212,110
"848","chr1",27599926,27602943,570,889,244,1435,328
"849","chr1",27603637,27604186,113,180,86,264,84
"850","chr1",27671575,27673219,569,1050,560,855,478
"851","chr1",27682053,27683031,157,322,119,271,100
"852","chr1",27725155,27727381,187,405,184,442,192
"853","chr1",27732697,27733676,129,232,47,230,83
"854","chr1",27755362,27756264,142,263,122,387,113
"855","chr1",27760048,27760721,87,149,52,177,55
"856","chr1",27772642,27774114,259,326,166,496,207
"857","chr1",27787730,27788783,78,333,138,377,100
"858","chr1",27829747,27831340,317,493,248,560,216
"859","chr1",27872079,27877768,1369,1986,1198,2358,1173
"860","chr1",27878388,27879429,92,185,95,212,88
"861","chr1",27886849,27887574,86,163,99,144,80
"862","chr1",27889041,27893155,413,714,545,1036,483
"863","chr1",27906063,27908065,315,391,267,747,304
"864","chr1",27914024,27915113,140,250,138,253,114
"865","chr1",27959508,27962175,625,1160,455,1272,435
"866","chr1",27963295,27963800,107,169,71,145,82
"867","chr1",27967309,27969072,217,389,181,402,215
"868","chr1",27969941,27975511,1701,2341,1197,3041,1277
"869","chr1",27979096,27980205,163,223,118,338,156
"870","chr1",27981168,27981695,61,125,58,119,48
"871","chr1",28014799,28016143,284,642,256,610,180
"872","chr1",28045562,28046629,86,212,74,156,46
"873","chr1",28065904,28067955,219,226,105,315,88
"874","chr1",28071665,28073369,186,313,94,417,108
"875","chr1",28078777,28080274,249,402,199,468,196
"876","chr1",28087573,28089278,324,491,195,617,223
"877","chr1",28089741,28091595,254,383,214,565,224
"878","chr1",28104092,28108866,1833,2833,1565,3456,1623
"879","chr1",28160905,28165172,920,1670,813,1954,960
"880","chr1",28171417,28175003,773,1584,763,1665,771
"881","chr1",28208515,28209514,112,240,95,265,84
"882","chr1",28232496,28233421,116,226,245,346,119
"883","chr1",28235576,28237358,391,628,254,776,372
"884","chr1",28246414,28249036,397,540,173,653,296
