"","chromosome","start","end","Infant_OPC1","Infant_OPC2","Infant_OPC3","Infant_OPC4","Infant_OPC5"
"546","chr1",14715159,14715989,32,40,96,116,52
"547","chr1",14723227,14724907,102,118,198,262,112
"548","chr1",14726699,14727780,81,113,146,252,75
"549","chr1",14737299,14737923,62,113,98,133,42
"550","chr1",14743167,14746364,235,338,517,655,249
"551","chr1",14754768,14757170,189,226,390,438,174
"552","chr1",14791316,14792086,34,44,75,83,46
"553","chr1",14793020,14794299,180,123,303,362,148
"554","chr1",14851896,14852720,46,94,93,96,54
"555","chr1",14894062,14895947,226,278,392,591,200
"556","chr1",14910145,14911693,150,150,288,271,123
"557","chr1",14912587,14914102,123,171,254,375,100
"558","chr1",14922966,14925360,53,113,163,178,95
"559","chr1",14942847,14947173,360,407,493,741,240
"560","chr1",14950243,14951143,46,57,113,148,56
"561","chr1",14967687,14969329,68,73,163,177,45
"562","chr1",14977949,14978747,63,154,153,146,86
"563","chr1",14987991,14988974,79,105,131,148,53
"564","chr1",14994341,14995190,34,46,61,89,39
"565","chr1",15007314,15009419,157,179,540,356,140
"566","chr1",15014144,15015068,104,123,160,214,84
"567","chr1",15041890,15047211,321,399,530,591,238
"568","chr1",15067036,15067717,40,46,102,71,32
"569","chr1",15117189,15118128,140,133,305,307,130
"570","chr1",15152542,15156678,350,652,887,894,312
"571","chr1",15178700,15181055,271,317,429,595,144
"572","chr1",15187412,15188590,64,99,149,101,42
"573","chr1",15192671,15193522,126,188,272,251,103
"574","chr1",15203876,15209368,1062,1268,2059,2440,1002
"575","chr1",15212521,15214542,232,269,462,586,199
"576","chr1",15271164,15271793,76,109,141,138,68
"577","chr1",15272417,15272639,14,44,59,90,16
"578","chr1",15273692,15274105,76,29,89,116,47
"579","chr1",15275345,15275923,104,72,190,128,56
"580","chr1",15384065,15384966,111,175,269,310,146
"581","chr1",15385848,15386975,173,169,325,315,170
"582","chr1",15469417,15470418,138,207,254,272,150
"583","chr1",15488698,15489754,224,225,214,307,131
"584","chr1",15513148,15514639,98,112,206,297,96
"585","chr1",15523365,15527343,713,695,1267,2291,696
"586","chr1",15574658,15575379,95,128,139,174,66
"587","chr1",15603024,15603960,166,193,229,530,124
"588","chr1",15616537,15618158,223,353,358,663,189
"589","chr1",15627057,15627733,68,43,44,71,30
"590","chr1",15682696,15686240,399,546,720,1150,413
"591","chr1",15691264,15691971,53,49,66,115,41
"592","chr1",15693343,15694523,72,78,144,180,84
"593","chr1",15694576,15698451,863,1000,1232,1749,840
"594","chr1",15700114,15700944,114,154,166,323,142
"595","chr1",15702958,15704740,197,332,566,597,224
"596","chr1",15706776,15708011,99,182,194,306,151
"597","chr1",15711070,15715476,432,838,1025,1158,418
"598","chr1",15756238,15758117,172,153,276,370,161
"599","chr1",15765636,15765902,18,27,80,95,36
"600","chr1",15832819,15836791,1706,2236,2355,3712,1517
"601","chr1",15843260,15845446,246,274,480,820,241
"602","chr1",15846847,15852751,1338,1786,1959,3255,1110
"603","chr1",15866792,15867652,57,45,86,116,58
"604","chr1",15884763,15888224,548,1094,1044,1540,464
"605","chr1",15892603,15894453,98,108,108,160,52
"606","chr1",15900060,15901646,173,199,302,365,201
"607","chr1",15915997,15916713,31,42,61,73,30
"608","chr1",15928454,15929878,146,221,248,415,170
"609","chr1",15936953,15940017,228,394,458,549,277
"610","chr1",15941227,15942411,49,85,100,127,54
"611","chr1",15947905,15951725,277,522,583,725,262
"612","chr1",15953867,15954459,28,61,56,73,34
"613","chr1",15957312,15959259,107,133,197,233,131
"614","chr1",15962037,15969264,794,1668,1990,2974,942
"615","chr1",15972908,15974152,111,217,251,340,92
"616","chr1",15974856,15976354,245,413,432,749,221
"617","chr1",16017868,16018353,11,33,42,91,25
"618","chr1",16062155,16062842,57,104,141,101,40
"619","chr1",16114462,16115715,96,158,228,358,103
"620","chr1",16119853,16120345,50,92,97,164,62
"621","chr1",16150934,16151628,79,121,159,252,106
"622","chr1",16174628,16176832,245,395,595,822,361
"623","chr1",16206310,16207554,114,130,232,477,155
"624","chr1",16208074,16211743,667,936,1606,2068,812
"625","chr1",16218244,16218704,22,30,69,61,48
"626","chr1",16236443,16238213,152,289,400,649,165
"627","chr1",16240916,16241551,40,115,95,200,46
"628","chr1",16247865,16249736,199,499,609,852,203
"629","chr1",16255987,16257350,156,240,377,512,199
"630","chr1",16260716,16261819,111,184,304,368,146
"631","chr1",16264337,16264753,32,41,60,66,41
"632","chr1",16350805,16353064,712,855,979,1674,563
"633","chr1",16366636,16368370,518,583,852,1178,422
"634","chr1",16373741,16375166,215,380,417,460,169
"635","chr1",16385881,16386964,96,73,145,138,66
"636","chr1",16440192,16441409,177,260,344,467,151
"637","chr1",16497830,16499906,297,570,456,948,312
"638","chr1",16512685,16515049,724,610,902,1255,610
"639","chr1",16612271,16614122,1457,2401,2184,2357,1211
"640","chr1",16616993,16619120,285,660,1140,252,758
"641","chr1",16643146,16645495,831,1366,1522,1188,909
"642","chr1",16710307,16711005,144,252,346,342,74
"643","chr1",16764438,16766934,143,357,343,677,256
"644","chr1",16790049,16790412,116,134,184,225,70
"645","chr1",16796676,16797002,70,31,48,91,35
"646","chr1",16872699,16872916,32,35,38,39,20
"647","chr1",16888528,16890525,590,1056,1131,2425,582
"648","chr1",16894649,16897998,532,789,1703,2768,657
"649","chr1",16902839,16907539,2714,2249,2974,6946,1089
"650","chr1",16912797,16915703,474,711,566,1644,208
"651","chr1",16926040,16927734,359,364,576,689,208
"652","chr1",16960655,16961128,66,59,53,91,34
"653","chr1",17023291,17024173,76,80,103,92,42
"654","chr1",17044943,17046645,155,294,309,417,128
"655","chr1",17053153,17054776,139,211,238,487,132
"656","chr1",17059613,17060824,165,198,336,470,134
"657","chr1",17063337,17064338,124,182,245,352,139
"658","chr1",17066997,17068958,251,267,505,509,192
"659","chr1",17085814,17092405,820,768,1372,1471,539
"660","chr1",17093643,17096029,190,168,377,346,122
"661","chr1",17096699,17100620,268,244,496,543,220
"662","chr1",17106851,17114427,674,781,1345,1575,552
"663","chr1",17114945,17120072,222,238,421,502,141
"664","chr1",17330054,17330750,63,63,164,165,74
"665","chr1",17436557,17440216,610,903,825,1608,534
"666","chr1",17502347,17502742,16,50,64,74,22
"667","chr1",17531392,17532598,297,401,680,550,285
"668","chr1",17538137,17541346,437,567,709,977,383
"669","chr1",17564906,17565974,87,159,164,277,103
"670","chr1",17568807,17570431,99,215,363,413,158
"671","chr1",17573099,17574914,205,194,294,399,150
"672","chr1",17575443,17576242,67,69,156,185,80
"673","chr1",17581099,17581743,105,74,122,145,68
"674","chr1",17587581,17588418,115,133,177,161,98
"675","chr1",17653061,17654082,117,142,218,254,110
"676","chr1",17657360,17657906,47,36,57,71,31
"677","chr1",17669728,17670387,36,60,107,102,34
"678","chr1",17671247,17674637,365,514,709,820,406
"679","chr1",17681826,17682985,135,193,263,320,144
"680","chr1",17687913,17689307,210,215,415,429,229
"681","chr1",17927542,17928405,108,92,152,175,109
"682","chr1",17955730,17956404,92,77,145,198,91
"683","chr1",17963478,17963922,61,72,81,115,49
"684","chr1",17992115,17992872,130,146,214,195,112
"685","chr1",18058707,18059556,66,79,156,162,76
"686","chr1",18063579,18065082,369,350,489,643,296
"687","chr1",18073510,18074153,40,42,54,72,29
"688","chr1",18107124,18135194,3412,6653,7721,10630,3888
"689","chr1",18137062,18146239,1176,2598,3008,4006,1409
"690","chr1",18148521,18149746,103,165,267,329,123
"691","chr1",18152097,18154302,132,236,388,495,197
"692","chr1",18155499,18156861,101,174,249,266,97
"693","chr1",18157307,18159059,125,189,274,282,108
"694","chr1",18160866,18161644,49,64,107,85,72
"695","chr1",18175470,18176855,87,174,257,287,100
"696","chr1",18178700,18180090,81,108,177,172,73
"697","chr1",18180990,18181902,58,105,141,163,59
"698","chr1",18182487,18184006,80,157,224,244,107
"699","chr1",18189954,18192152,213,255,370,403,257
"700","chr1",18192555,18193348,44,67,134,132,66
"701","chr1",18197606,18200357,142,193,350,431,156
"702","chr1",18201927,18205928,331,404,733,885,401
"703","chr1",18207303,18208310,50,99,129,226,78
"704","chr1",18209287,18210522,124,178,260,307,144
"705","chr1",18210716,18213050,210,233,367,493,178
"706","chr1",18223237,18223465,17,34,36,52,13
"707","chr1",18224794,18234824,1290,2349,2456,3297,1304
"708","chr1",18245662,18246818,85,116,186,213,81
"709","chr1",18249137,18250016,89,108,141,202,65
"710","chr1",18269710,18270741,80,126,219,172,104
"711","chr1",18278805,18280164,107,194,205,272,120
"712","chr1",18288445,18288974,69,82,89,101,61
"713","chr1",18324793,18325875,60,93,134,131,82
"714","chr1",18383842,18385896,260,251,682,585,293
"715","chr1",18657285,18658103,145,155,251,225,143
"716","chr1",18670951,18671570,57,52,121,109,70
"717","chr1",18762224,18763151,107,138,259,221,105
"718","chr1",18784171,18784758,13,88,115,148,109
"719","chr1",18899212,18904247,730,1336,1448,2313,784
"720","chr1",18906623,18908951,184,437,623,753,256
"721","chr1",18912824,18913752,60,119,146,180,83
"722","chr1",18921797,18924831,297,412,608,788,341
"723","chr1",18927577,18929246,166,287,322,419,170
"724","chr1",18938390,18942975,766,943,1467,1974,729
"725","chr1",18943484,18957595,2190,3518,4153,6013,2266
"726","chr1",18972854,18976270,463,680,978,1082,448
"727","chr1",18997256,18998338,139,213,304,290,164
"728","chr1",19045036,19045831,68,114,154,229,67
"729","chr1",19066343,19068067,136,317,363,664,176
"730","chr1",19073032,19076407,207,595,695,1043,322
"731","chr1",19078884,19081043,372,460,680,884,326
"732","chr1",19082730,19083564,24,64,146,195,46
"733","chr1",19087192,19088876,221,294,488,553,240
"734","chr1",19090105,19090817,49,90,143,185,80
"735","chr1",19123604,19124546,96,109,177,201,76
"736","chr1",19139085,19140581,69,125,193,178,64
"737","chr1",19200809,19202823,295,244,558,689,304
"738","chr1",19208920,19211244,392,387,547,1029,324
"739","chr1",19231969,19233451,68,112,185,209,82
"740","chr1",19251276,19252012,290,339,280,484,250
"741","chr1",19311701,19313039,87,173,140,293,91
"742","chr1",19315288,19316112,92,141,199,228,84
"743","chr1",19344556,19346313,109,469,511,655,226
"744","chr1",19366392,19368242,268,251,283,401,206
"745","chr1",19381213,19381880,73,112,101,147,83
"746","chr1",19405283,19406585,239,314,320,358,190
"747","chr1",19413731,19415355,128,242,309,320,149
"748","chr1",19424713,19425297,38,51,108,108,49
"749","chr1",19433667,19433989,42,35,64,93,44
"750","chr1",19439457,19440069,34,107,76,88,56
"751","chr1",19442047,19444619,328,784,512,795,395
"752","chr1",19453443,19455773,124,559,478,224,144
"753","chr1",19484402,19486334,266,359,328,522,162
"754","chr1",19596226,19597523,219,278,237,444,160
"755","chr1",19628836,19629525,58,73,166,136,106
"756","chr1",19659661,19659919,20,60,50,127,40
"757","chr1",19695050,19695910,124,198,226,281,135
"758","chr1",19699770,19700938,133,357,167,435,187
"759","chr1",19735113,19736454,347,268,480,558,326
"760","chr1",19881908,19883375,397,379,372,686,361
"761","chr1",19893624,19894813,173,184,302,393,182
"762","chr1",19913119,19914056,132,139,333,246,136
"763","chr1",20058018,20058740,124,67,110,161,68
"764","chr1",20167812,20168554,62,62,153,137,56
"765","chr1",20189832,20190360,11,59,65,69,26
"766","chr1",20325377,20326577,195,185,371,404,216
"767","chr1",20366549,20367460,16,87,123,183,56
"768","chr1",20385409,20387380,184,166,530,542,210
"769","chr1",20408853,20411296,269,229,717,849,337
"770","chr1",20470156,20470790,88,41,177,187,81
"771","chr1",20476003,20487288,1296,2004,3499,5536,1455
"772","chr1",20493691,20495303,296,517,804,1017,378
"773","chr1",20507785,20508426,103,123,159,290,92
"774","chr1",20613673,20614323,64,69,157,119,92
"775","chr1",20633300,20634489,128,198,123,256,116
"776","chr1",20661210,20662222,132,183,175,325,99
"777","chr1",20696384,20697417,292,451,469,676,316
"778","chr1",20705199,20705867,74,126,195,107,108
"779","chr1",20780162,20782220,177,164,230,304,110
"780","chr1",20785608,20787995,585,712,635,1180,400
"781","chr1",20819994,20821742,247,251,373,368,204
"782","chr1",20837388,20838241,138,120,189,203,102
"783","chr1",20945918,20946868,125,103,198,229,85
"784","chr1",20977862,20978646,85,86,141,154,74
"785","chr1",20981896,20983816,213,222,383,373,173
"786","chr1",20992141,20994437,306,389,542,628,270
"787","chr1",20997346,21002830,1160,1289,1780,2130,950
"788","chr1",21005251,21006521,149,116,189,256,110
"789","chr1",21021123,21023016,150,149,213,208,107
"790","chr1",21033628,21035472,174,174,249,265,129
"791","chr1",21037658,21038538,149,85,177,230,94
"792","chr1",21069266,21069973,75,70,111,151,61
"793","chr1",21072783,21074282,121,111,235,216,82
"794","chr1",21075283,21077625,306,305,434,588,291
"795","chr1",21089482,21092582,487,481,815,924,408
"796","chr1",21105897,21106989,93,117,175,197,76
"797","chr1",21111163,21121032,1868,2003,2985,3890,1386
"798","chr1",21122008,21123331,100,111,181,211,100
"799","chr1",21126410,21127782,144,202,251,319,124
"800","chr1",21133559,21134000,60,38,78,82,19
"801","chr1",21138961,21142193,381,375,522,722,260
"802","chr1",21144023,21145465,114,127,219,266,86
"803","chr1",21147419,21154691,1462,1478,2450,3287,1181
"804","chr1",21157761,21158714,71,77,162,173,72
"805","chr1",21171287,21172455,110,129,215,291,92
"806","chr1",21173337,21177455,928,1555,1396,2137,791
"807","chr1",21253736,21255320,291,410,445,468,297
"808","chr1",21276549,21278705,94,188,250,219,127
"809","chr1",21344336,21346155,145,205,217,248,120
"810","chr1",21361276,21362768,75,44,115,68,54
"811","chr1",21439676,21441000,182,202,258,364,144
"812","chr1",21474616,21475954,121,148,278,313,255
"813","chr1",21503574,21504303,134,100,180,118,119
"814","chr1",21509037,21509859,29,113,78,152,62
"815","chr1",21522600,21526118,379,691,879,1281,564
"816","chr1",21547375,21549004,228,395,482,737,305
"817","chr1",21592271,21594284,201,402,482,546,238
"818","chr1",21596035,21599790,182,397,521,619,258
"819","chr1",21604468,21605336,24,100,80,117,44
"820","chr1",21605817,21611599,355,799,1108,1366,498
"821","chr1",21617607,21628343,1861,3737,4208,5631,1970
"822","chr1",21628812,21636620,876,1624,2118,2848,1201
"823","chr1",21638378,21658058,2842,5702,6707,9326,3432
"824","chr1",21663054,21663856,30,60,183,204,93
"825","chr1",21671654,21672592,48,147,116,132,68
"826","chr1",21673160,21674169,116,221,275,317,110
"827","chr1",21704165,21706823,251,235,412,532,194
"828","chr1",21725846,21726696,124,104,177,213,108
"829","chr1",21775318,21776228,80,70,136,163,58
"830","chr1",21781889,21783893,404,514,552,1039,367
"831","chr1",21891998,21892988,70,94,161,209,69
"832","chr1",21936973,21938035,62,72,112,174,56
"833","chr1",21938561,21940408,230,216,435,412,165
"834","chr1",22024245,22026185,314,387,443,625,177
"835","chr1",22052267,22053998,358,418,438,822,292
"836","chr1",22088532,22093357,1035,911,1336,1627,634
"837","chr1",22108349,22108840,58,51,77,79,58
"838","chr1",22111294,22113085,114,59,126,120,59
"839","chr1",22113850,22115315,388,374,520,581,287
"840","chr1",22121424,22123016,198,257,324,407,158
"841","chr1",22451587,22453082,295,331,438,638,274
"842","chr1",22710227,22710787,92,92,51,126,49
"843","chr1",22773973,22774826,128,93,161,221,86
"844","chr1",22778712,22779548,89,137,137,157,37
"845","chr1",22805505,22809379,264,150,184,333,114
"846","chr1",22830136,22830523,66,28,86,95,47
"847","chr1",23018911,23020941,549,543,552,906,345
"848","chr1",23043495,23044210,102,70,175,164,93
"849","chr1",23085361,23085807,35,53,90,75,43
"850","chr1",23167154,23168809,263,376,462,754,291
"851","chr1",23177114,23178616,311,419,576,781,348
"852","chr1",23341929,23345490,984,1067,1149,2134,781
"853","chr1",23351825,23353016,127,190,293,369,128
"854","chr1",23355650,23358608,716,865,1279,1646,684
"855","chr1",23366446,23371228,1120,1366,1761,2718,864
"856","chr1",23394276,23395712,100,136,213,271,91
"857","chr1",23402810,23404582,122,212,262,429,164
"858","chr1",23465241,23467358,370,446,735,877,309
"859","chr1",23470458,23471244,33,54,112,117,48
"860","chr1",23474436,23476076,130,211,309,346,168
"861","chr1",23482933,23484924,87,204,248,555,113
"862","chr1",23531046,23531842,84,50,107,97,32
"863","chr1",23554459,23555837,60,122,135,289,84
"864","chr1",23561665,23563104,57,69,86,146,47
"865","chr1",23567808,23570181,268,325,355,551,196
"866","chr1",23580669,23581716,62,48,77,112,49
"867","chr1",23597753,23599222,271,232,353,441,229
"868","chr1",23691486,23692727,287,292,311,490,242
"869","chr1",23742849,23744350,256,374,328,554,213
"870","chr1",23758431,23761350,457,676,659,882,357
"871","chr1",23777842,23778777,188,174,231,386,111
"872","chr1",23790729,23791872,100,174,236,335,97
"873","chr1",23799590,23801771,315,389,446,814,236
"874","chr1",23824726,23826113,352,435,587,677,295
"875","chr1",23867967,23868770,52,109,112,149,37
"876","chr1",23902901,23903244,40,61,61,67,41
"877","chr1",23958798,23961650,1021,997,1086,2066,813
"878","chr1",23976239,23977997,102,149,180,215,102
"879","chr1",23978813,23980949,606,644,629,974,469
"880","chr1",24018560,24019076,54,52,117,98,59
"881","chr1",24157751,24158286,35,42,47,58,27
"882","chr1",24199535,24199813,16,22,96,131,16
"883","chr1",24286669,24287413,30,20,79,137,12
"884","chr1",24288056,24292526,502,476,1356,2036,222
"885","chr1",24311111,24312996,118,160,413,544,103
"886","chr1",24322177,24322993,69,83,148,291,80
"887","chr1",24364441,24365562,168,186,324,335,181
"888","chr1",24386233,24386745,23,35,61,78,30
"889","chr1",24391503,24392786,28,46,125,232,33
"890","chr1",24413437,24414210,33,82,110,186,59
"891","chr1",24414958,24419958,425,531,753,1439,321
"892","chr1",24435052,24436792,102,90,145,262,56
"893","chr1",24437490,24439134,76,37,79,95,40
"894","chr1",24441478,24443938,206,136,170,283,124
"895","chr1",24576020,24576766,73,84,68,116,48
