"","chromosome","start","end","Infant_MO1","Infant_MO2","Infant_MO3","Infant_MO4","Infant_MO5"
"543","chr1",19344946,19345929,67,127,129,205,41
"544","chr1",19363715,19368361,1167,1144,1438,2357,1074
"545","chr1",19368809,19370480,208,258,285,383,191
"546","chr1",19372256,19373557,64,145,182,143,79
"547","chr1",19381191,19382623,180,247,260,417,178
"548","chr1",19414393,19415430,94,134,136,185,61
"549","chr1",19421142,19421908,52,91,92,119,32
"550","chr1",19424527,19427376,422,488,527,745,283
"551","chr1",19436160,19440034,255,605,436,550,184
"552","chr1",19442276,19444836,271,404,328,417,161
"553","chr1",19445733,19446497,113,125,123,116,58
"554","chr1",19449515,19456168,504,1636,1031,594,312
"555","chr1",19457401,19458179,79,105,93,85,34
"556","chr1",19484642,19486780,559,442,401,922,411
"557","chr1",19596542,19597360,144,125,149,305,120
"558","chr1",19881992,19882819,195,198,184,340,162
"559","chr1",20445854,20452078,280,1153,1431,2399,376
"560","chr1",20454831,20455392,27,38,42,39,10
"561","chr1",20461519,20463335,294,442,804,1024,250
"562","chr1",20465306,20466288,44,72,65,130,29
"563","chr1",20466689,20468737,56,113,180,225,43
"564","chr1",20469214,20488202,4383,5829,7919,13766,3406
"565","chr1",20493700,20494437,61,144,148,239,53
"566","chr1",20507830,20508411,91,113,164,300,118
"567","chr1",20633254,20635029,73,159,117,312,94
"568","chr1",20661168,20662164,221,236,247,550,236
"569","chr1",20696399,20697216,90,107,89,218,73
"570","chr1",20733357,20733817,35,22,41,33,26
"571","chr1",20766665,20770365,674,274,355,552,425
"572","chr1",20778106,20784306,1050,1211,1340,2414,879
"573","chr1",20784696,20788272,690,982,821,1889,776
"574","chr1",20820449,20821456,219,106,142,174,104
"575","chr1",20836329,20840039,1027,518,722,1225,628
"576","chr1",20849753,20850211,106,58,67,83,44
"577","chr1",20880827,20881316,37,65,71,77,41
"578","chr1",20977711,20979302,196,153,227,396,150
"579","chr1",20981765,20983693,214,160,310,343,159
"580","chr1",20992400,20994411,343,194,186,434,274
"581","chr1",20999920,21002044,236,171,219,522,187
"582","chr1",21005346,21006636,301,189,272,477,232
"583","chr1",21012949,21014496,295,162,189,302,233
"584","chr1",21021387,21023271,243,280,282,508,198
"585","chr1",21049015,21049561,111,76,99,99,85
"586","chr1",21060314,21060832,58,39,56,87,71
"587","chr1",21069089,21069942,114,95,111,198,112
"588","chr1",21072520,21074264,266,186,285,428,215
"589","chr1",21075329,21078596,428,397,446,790,321
"590","chr1",21089516,21092393,318,298,429,721,338
"591","chr1",21099761,21101358,282,214,344,480,245
"592","chr1",21106007,21106996,111,87,118,228,105
"593","chr1",21110868,21121035,2566,2725,4123,6473,2614
"594","chr1",21121871,21125240,364,374,484,792,381
"595","chr1",21126095,21127946,230,211,279,448,262
"596","chr1",21128644,21130079,221,164,198,331,167
"597","chr1",21132267,21132686,78,66,48,100,68
"598","chr1",21133623,21134808,124,86,119,163,95
"599","chr1",21139041,21141751,451,298,493,750,430
"600","chr1",21143474,21146153,344,244,326,462,222
"601","chr1",21148144,21151114,836,785,1083,1684,833
"602","chr1",21151569,21155575,673,597,972,1318,594
"603","chr1",21156290,21158427,204,187,236,369,154
"604","chr1",21163195,21163927,105,69,79,141,83
"605","chr1",21171097,21172653,252,210,318,485,178
"606","chr1",21172919,21177419,926,1012,1182,2526,920
"607","chr1",21220659,21221682,95,70,143,91,74
"608","chr1",21254536,21255816,33,58,77,78,22
"609","chr1",21277031,21280699,124,189,279,277,103
"610","chr1",21281232,21281808,20,25,42,35,18
"611","chr1",21304934,21306229,82,66,96,82,40
"612","chr1",21309464,21311922,292,333,655,600,225
"613","chr1",21312391,21313621,58,52,94,79,18
"614","chr1",21314292,21314809,20,24,49,52,18
"615","chr1",21317143,21317697,32,27,22,26,12
"616","chr1",21319387,21319975,14,9,10,31,4
"617","chr1",21322596,21323631,52,24,60,54,16
"618","chr1",21342406,21343411,25,26,71,63,19
"619","chr1",21344142,21346110,107,164,217,357,101
"620","chr1",21361149,21362912,164,390,593,694,232
"621","chr1",21439879,21440263,32,47,66,79,48
"622","chr1",21503647,21504318,293,115,162,119,222
"623","chr1",21618287,21622221,244,220,224,582,196
"624","chr1",21622922,21625923,499,337,487,1220,413
"625","chr1",21630971,21631516,78,68,53,168,60
"626","chr1",21632063,21635625,476,245,293,782,294
"627","chr1",21638569,21639931,175,135,129,326,147
"628","chr1",21645039,21646959,235,127,254,438,171
"629","chr1",21649614,21657654,2615,1827,2709,5117,2544
"630","chr1",21673452,21674057,47,44,31,66,21
"631","chr1",21689299,21690567,132,170,168,170,77
"632","chr1",21702410,21708329,1754,1813,2571,3780,1569
"633","chr1",21723934,21724509,110,72,102,143,70
"634","chr1",21736425,21737633,145,97,172,158,84
"635","chr1",21746229,21747238,48,68,94,144,33
"636","chr1",21749762,21751770,355,186,256,423,209
"637","chr1",21759298,21760527,244,143,208,293,122
"638","chr1",21763186,21765770,310,240,274,470,254
"639","chr1",21773358,21777190,741,621,943,1432,572
"640","chr1",21781524,21784005,562,626,589,1386,566
"641","chr1",21937041,21937999,74,87,62,168,72
"642","chr1",21938522,21940376,153,170,308,462,156
"643","chr1",22024882,22026182,221,279,341,696,257
"644","chr1",22037654,22038867,382,155,310,398,285
"645","chr1",22052262,22054718,549,481,455,1375,524
"646","chr1",22089160,22093382,901,387,499,824,470
"647","chr1",22099741,22100844,203,87,165,166,109
"648","chr1",22107880,22109011,232,92,184,257,123
"649","chr1",22111389,22113344,262,122,225,220,107
"650","chr1",22113814,22118648,807,611,1281,1350,709
"651","chr1",22121453,22123455,155,155,211,249,98
"652","chr1",22450408,22453098,764,711,800,1355,681
"653","chr1",22710136,22710997,73,122,65,231,107
"654","chr1",22723200,22723532,56,53,41,57,44
"655","chr1",22760449,22764092,470,453,723,1240,529
"656","chr1",22771166,22772704,183,212,291,529,179
"657","chr1",22778267,22780144,207,237,345,438,182
"658","chr1",22781928,22782705,106,57,133,157,86
"659","chr1",22794423,22795218,82,74,170,190,98
"660","chr1",22798325,22799006,56,45,53,141,58
"661","chr1",22799835,22809823,2099,3070,3965,6176,2492
"662","chr1",22810170,22811779,108,164,203,256,90
"663","chr1",22813753,22815724,106,212,217,420,120
"664","chr1",22818891,22819445,47,61,77,127,53
"665","chr1",22821204,22821674,33,56,41,69,33
"666","chr1",22826345,22826999,32,43,67,96,24
"667","chr1",22841358,22841896,21,46,73,82,20
"668","chr1",22848308,22856621,632,1404,1948,3120,981
"669","chr1",22860255,22861003,38,130,160,232,74
"670","chr1",22861387,22862457,40,90,172,261,61
"671","chr1",23019028,23020644,157,219,218,494,156
"672","chr1",23113631,23114895,237,106,122,237,128
"673","chr1",23335267,23335723,32,68,84,133,48
"674","chr1",23343406,23345349,708,709,611,1427,685
"675","chr1",23356025,23358242,332,613,851,1266,421
"676","chr1",23367275,23370397,593,858,861,2058,764
"677","chr1",23421581,23423542,187,121,159,210,80
"678","chr1",23465852,23466863,91,159,205,259,77
"679","chr1",23483053,23483659,21,26,40,59,20
"680","chr1",23484340,23484636,11,30,31,68,28
"681","chr1",23553506,23557097,94,261,282,493,101
"682","chr1",23557794,23570983,1397,1813,2510,2998,875
"683","chr1",23580380,23581820,279,305,480,497,168
"684","chr1",23597811,23599573,288,248,379,398,174
"685","chr1",23600210,23600717,18,15,30,32,3
"686","chr1",23634581,23635557,23,45,72,100,18
"687","chr1",23691471,23692508,381,225,273,493,278
"688","chr1",23742805,23744343,290,272,202,549,268
"689","chr1",23750851,23751683,138,105,110,210,102
"690","chr1",23756081,23763916,2100,1428,2009,3231,1558
"691","chr1",23777885,23778921,116,204,203,535,166
"692","chr1",23790750,23791643,133,158,160,369,183
"693","chr1",23800433,23802128,234,302,290,742,222
"694","chr1",23809690,23810263,56,65,58,109,24
"695","chr1",23824577,23826029,324,317,475,831,378
"696","chr1",23844876,23846607,461,231,257,475,278
"697","chr1",23862406,23862902,100,37,64,101,50
"698","chr1",23868152,23868804,50,57,88,157,53
"699","chr1",23958965,23961321,771,814,751,1676,767
"700","chr1",23979341,23980975,491,427,397,889,404
"701","chr1",24288561,24291145,254,28,218,927,40
"702","chr1",24391303,24394362,170,461,545,1106,210
"703","chr1",24400583,24405051,470,670,901,1816,522
"704","chr1",24411579,24419955,935,1350,1683,3658,1204
"705","chr1",24421403,24422445,90,116,135,200,79
"706","chr1",24426442,24429764,254,485,366,678,262
"707","chr1",24430381,24445742,3550,5425,5313,9339,3544
"708","chr1",24448696,24450078,103,144,106,240,74
"709","chr1",24468483,24469457,129,152,138,227,111
"710","chr1",24471909,24472843,98,86,103,144,24
"711","chr1",24501357,24507652,368,720,878,1564,477
"712","chr1",24519434,24519905,40,67,85,74,48
"713","chr1",24536549,24536798,17,23,27,28,11
"714","chr1",24558744,24559536,65,77,120,193,87
"715","chr1",24603571,24604063,56,81,90,115,85
"716","chr1",24618624,24622459,564,1130,1253,2058,750
"717","chr1",24635161,24635765,20,49,95,196,28
"718","chr1",24639204,24640705,179,222,302,476,155
"719","chr1",24641452,24644460,720,552,604,1461,739
"720","chr1",24688166,24689419,118,210,236,378,125
"721","chr1",24704109,24708508,1017,1399,1993,2616,1084
"722","chr1",24713055,24721136,1847,2384,3202,4593,2089
"723","chr1",24724166,24731388,530,890,1053,1413,558
"724","chr1",24732050,24733113,25,66,108,115,46
"725","chr1",24735054,24736801,176,232,364,514,220
"726","chr1",24742150,24747239,724,1232,1353,2577,901
"727","chr1",24747613,24749412,116,137,186,361,142
"728","chr1",24751478,24752596,148,104,157,271,106
"729","chr1",24761955,24762828,133,94,119,132,70
"730","chr1",24769325,24769762,54,50,75,86,46
"731","chr1",24788808,24789092,30,45,58,66,16
"732","chr1",24792882,24795182,285,445,299,346,230
"733","chr1",24800391,24807036,604,857,991,1413,528
"734","chr1",24821861,24823502,221,253,264,457,183
"735","chr1",24825322,24832128,701,964,1175,1751,665
"736","chr1",24837904,24839104,223,144,176,261,148
"737","chr1",24847872,24848879,52,77,101,206,86
"738","chr1",24893153,24894396,36,52,42,170,18
"739","chr1",25167022,25169723,346,364,502,757,297
"740","chr1",25174583,25175540,168,181,263,458,130
"741","chr1",25197600,25199469,164,274,440,728,245
"742","chr1",25231959,25233638,265,399,436,1002,344
"743","chr1",25239363,25240491,126,206,230,381,97
"744","chr1",25245314,25248179,546,533,596,1276,542
"745","chr1",25251774,25253065,315,80,182,344,192
"746","chr1",25253831,25254735,172,60,171,231,100
"747","chr1",25267596,25268247,36,90,64,232,85
"748","chr1",25313466,25314483,36,164,80,270,160
"749","chr1",25337718,25339616,396,604,516,1246,579
"750","chr1",25377084,25379174,533,156,222,332,225
"751","chr1",25429701,25435743,592,1051,1138,2373,818
"752","chr1",25459999,25460214,16,14,23,47,26
"753","chr1",25486245,25487204,162,73,124,187,90
"754","chr1",25541569,25542484,85,75,87,193,66
"755","chr1",25543196,25570670,6395,8238,9920,16575,6949
"756","chr1",25571165,25571713,36,49,66,114,34
"757","chr1",25608541,25608710,30,44,36,102,26
"758","chr1",25615513,25617764,145,230,219,684,252
"759","chr1",25618284,25620544,119,204,239,412,150
"760","chr1",25657131,25658080,218,150,204,351,167
"761","chr1",25699569,25701212,326,318,402,558,308
"762","chr1",25743390,25744522,173,81,170,202,86
"763","chr1",25799737,25800397,39,74,73,164,54
"764","chr1",25805836,25806608,116,91,83,112,59
"765","chr1",25819084,25820510,279,342,248,794,237
"766","chr1",25825013,25826319,171,166,138,244,111
"767","chr1",25829124,25830469,415,141,147,269,247
"768","chr1",25879489,25880509,195,120,169,214,102
"769","chr1",25892656,25892875,29,40,31,37,13
"770","chr1",25894923,25909695,3665,5353,7190,11355,4395
"771","chr1",25922393,25923786,205,211,159,355,163
"772","chr1",25926484,25928056,246,242,374,534,209
"773","chr1",25988351,25990803,435,247,462,451,349
"774","chr1",25996819,25999071,750,626,860,1331,604
"775","chr1",26021758,26026814,1406,540,396,1107,614
"776","chr1",26035270,26036072,76,108,107,272,41
"777","chr1",26096048,26098315,735,620,898,1017,570
"778","chr1",26110234,26112584,802,792,680,1316,760
"779","chr1",26121485,26122794,95,108,113,145,90
"780","chr1",26123542,26126718,305,214,359,362,200
"781","chr1",26137181,26137942,206,82,256,142,92
"782","chr1",26168980,26170378,48,128,113,240,78
"783","chr1",26233691,26244218,1486,1784,2172,2788,1286
"784","chr1",26244628,26245726,69,86,83,119,34
"785","chr1",26252601,26255275,228,166,238,246,140
"786","chr1",26263273,26264012,137,86,62,50,34
"787","chr1",26270225,26271152,64,55,87,102,35
"788","chr1",26275518,26276748,93,127,156,224,84
"789","chr1",26279217,26281599,216,379,320,562,213
"790","chr1",26390938,26391542,159,106,124,222,65
"791","chr1",26431745,26432912,114,147,202,548,140
"792","chr1",26471319,26474967,627,719,687,1920,791
"793","chr1",26499972,26501774,298,397,555,953,471
"794","chr1",26529354,26544416,750,2322,3181,4200,1390
"795","chr1",26545137,26546805,39,104,128,142,37
"796","chr1",26548269,26549395,58,91,115,182,66
"797","chr1",26550678,26552124,50,155,177,312,77
"798","chr1",26552815,26560319,1627,2478,3556,4633,2097
"799","chr1",26564784,26566803,126,165,293,341,149
"800","chr1",26569867,26571486,80,241,226,287,118
"801","chr1",26574181,26575860,50,193,316,439,84
"802","chr1",26619365,26622046,1010,1179,997,1743,1089
"803","chr1",26692084,26703469,3327,3485,3862,6929,3091
"804","chr1",26705839,26707048,177,149,160,225,108
"805","chr1",26716847,26717849,152,105,132,131,86
"806","chr1",26722780,26723911,137,124,205,295,105
"807","chr1",26733401,26734903,121,131,137,195,98
"808","chr1",26749238,26750797,155,168,141,206,88
"809","chr1",26760852,26762427,196,135,217,219,129
"810","chr1",26768223,26769546,158,136,169,232,116
"811","chr1",26779014,26779679,106,66,59,104,37
"812","chr1",26780298,26780951,69,51,59,81,39
"813","chr1",26782411,26789737,2386,2600,3014,4770,2419
"814","chr1",26799036,26800403,50,90,104,149,52
"815","chr1",26825537,26827876,147,230,179,488,168
"816","chr1",26833321,26834401,168,40,92,131,66
"817","chr1",26864900,26865789,30,44,60,196,41
"818","chr1",26889744,26890895,187,225,163,483,163
"819","chr1",26893916,26895643,315,93,90,180,105
"820","chr1",26899952,26900997,318,307,270,580,260
"821","chr1",26921042,26922381,320,265,456,679,332
"822","chr1",27122275,27123370,166,156,229,212,114
"823","chr1",27127413,27128439,68,84,81,128,85
"824","chr1",27129105,27129782,66,70,111,85,84
"825","chr1",27148950,27150440,155,129,182,233,90
"826","chr1",27154529,27155599,153,176,225,408,218
"827","chr1",27233843,27236104,205,261,410,761,276
"828","chr1",27258474,27259007,40,47,70,76,23
"829","chr1",27321842,27323124,419,334,294,747,362
"830","chr1",27325663,27329626,983,445,635,986,535
"831","chr1",27402075,27403341,142,140,158,231,126
"832","chr1",27403882,27408181,1232,708,826,1358,923
"833","chr1",27414182,27420328,1270,1047,1360,2144,1092
"834","chr1",27426292,27432244,1099,1079,1240,1871,946
"835","chr1",27435702,27436693,84,113,141,180,80
"836","chr1",27444919,27445864,157,95,114,189,100
"837","chr1",27451302,27451687,92,44,46,86,56
"838","chr1",27476218,27477415,316,120,130,251,164
"839","chr1",27487881,27491082,638,954,1336,2141,950
"840","chr1",27491768,27493078,222,243,306,442,183
"841","chr1",27502514,27507309,1250,1494,1765,2569,1283
"842","chr1",27507689,27508405,65,65,62,153,42
"843","chr1",27517470,27523571,577,832,874,1480,1053
"844","chr1",27525529,27527446,89,107,142,206,95
"845","chr1",27535755,27536851,94,102,146,212,75
"846","chr1",27567081,27567672,75,57,57,97,76
"847","chr1",27589116,27590094,193,70,152,195,126
"848","chr1",27599926,27602943,380,290,318,681,395
"849","chr1",27603637,27604186,95,101,93,304,126
"850","chr1",27671575,27673219,716,719,1031,1451,713
"851","chr1",27682053,27683031,120,91,206,241,123
"852","chr1",27725155,27727381,194,194,255,703,274
"853","chr1",27732697,27733676,35,32,75,105,15
"854","chr1",27755362,27756264,28,84,136,140,36
"855","chr1",27760048,27760721,50,54,64,82,34
"856","chr1",27772642,27774114,196,281,307,669,214
"857","chr1",27787730,27788783,276,152,290,326,184
"858","chr1",27829747,27831340,388,387,348,895,366
"859","chr1",27872079,27877768,1225,861,1349,1635,1075
"860","chr1",27878388,27879429,99,65,96,81,44
"861","chr1",27886849,27887574,188,55,118,89,87
"862","chr1",27889041,27893155,874,370,543,540,552
"863","chr1",27906063,27908065,41,68,208,123,69
"864","chr1",27914024,27915113,143,142,167,406,210
"865","chr1",27959508,27962175,354,488,612,992,401
"866","chr1",27963295,27963800,45,56,135,98,58
"867","chr1",27967309,27969072,214,211,260,373,167
"868","chr1",27969941,27975511,1457,1486,2235,3231,1422
"869","chr1",27979096,27980205,92,93,195,313,82
"870","chr1",27981168,27981695,74,80,67,141,44
"871","chr1",28014799,28016143,441,316,359,740,320
"872","chr1",28045562,28046629,97,102,168,297,110
"873","chr1",28065904,28067955,153,215,245,734,200
"874","chr1",28071665,28073369,282,310,329,625,285
"875","chr1",28078777,28080274,266,390,443,918,246
"876","chr1",28087573,28089278,175,342,335,988,274
"877","chr1",28089741,28091595,226,207,339,728,193
"878","chr1",28104092,28108866,1951,2195,2767,4146,2140
"879","chr1",28160905,28165172,702,915,1161,2104,959
"880","chr1",28171417,28175003,727,788,1124,1561,780
"881","chr1",28208515,28209514,69,87,169,203,89
"882","chr1",28232496,28233421,196,154,159,326,145
"883","chr1",28235576,28237358,337,435,450,978,411
"884","chr1",28246414,28249036,234,417,576,1172,342
"885","chr1",28328611,28329549,268,239,238,537,239
"886","chr1",28369281,28370667,271,445,288,769,383
"887","chr1",28392129,28393553,206,127,165,217,138
"888","chr1",28399577,28400249,221,51,91,100,116
